FID	source	sourceID	scientific	year	latitude	longitude
721	GBIF	211617361	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
722	GBIF	211617360	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
723	GBIF	211617357	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
724	GBIF	211617356	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
725	GBIF	211617355	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
726	GBIF	211617354	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
727	GBIF	211617353	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
728	GBIF	211617352	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
729	GBIF	211617351	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
730	GBIF	211617350	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
731	GBIF	211617349	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
732	GBIF	211617348	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
733	GBIF	211617347	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
734	GBIF	211617346	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
735	GBIF	211617345	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
736	GBIF	211617344	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
737	GBIF	211617342	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
738	GBIF	211617341	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
739	GBIF	211617340	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
740	GBIF	211617339	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
741	GBIF	211617338	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
742	GBIF	211617337	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
743	GBIF	211617336	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
744	GBIF	211617335	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
745	GBIF	211617334	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
746	GBIF	211617333	Sargassum muticum (Yendo) Fensholt	0	43.610001	-5.79
747	GBIF	211617331	Sargassum muticum (Yendo) Fensholt	1988	43.610001	-5.79
748	GBIF	211617330	Sargassum muticum (Yendo) Fensholt	1989	43.610001	-5.79
749	GBIF	211617329	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
750	GBIF	211617328	Sargassum muticum (Yendo) Fensholt	1989	43.610001	-5.79
751	GBIF	211617327	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
752	GBIF	211617326	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
753	GBIF	211617325	Sargassum muticum (Yendo) Fensholt	1988	43.610001	-5.79
754	GBIF	211617324	Sargassum muticum (Yendo) Fensholt	1989	43.610001	-5.79
755	GBIF	211617323	Sargassum muticum (Yendo) Fensholt	1989	43.610001	-5.79
756	GBIF	211617322	Sargassum muticum (Yendo) Fensholt	1989	43.610001	-5.79
757	GBIF	211617320	Sargassum muticum (Yendo) Fensholt	1989	43.610001	-5.79
758	GBIF	211617319	Sargassum muticum (Yendo) Fensholt	1989	43.610001	-5.79
759	GBIF	211617318	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
760	GBIF	211617317	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
761	GBIF	211617316	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
762	GBIF	211617315	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
763	GBIF	211617314	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
764	GBIF	211617313	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
765	GBIF	211617312	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
766	GBIF	211617311	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
767	GBIF	211617309	Sargassum muticum (Yendo) Fensholt	1990	43.610001	-5.79
768	GBIF	211617308	Sargassum muticum (Yendo) Fensholt	1991	43.610001	-5.79
769	GBIF	211617265	Sargassum muticum (Yendo) Fensholt	1995	43.57	-6.2
770	GBIF	1587230545	Sargassum muticum (Yendo) Fensholt	1994	43.49	-3.8
771	GBIF	1587230484	Sargassum muticum (Yendo) Fensholt	1994	43.49	-3.8
772	OBIS	0	Sargassum muticum	1994	43.49	-3.8
773	OBIS	0	Sargassum muticum	1994	43.49	-3.8
774	GBIF	464586261	Sargassum muticum (Yendo) Fensholt	1987	43.46389	-8.25833
775	MHP	64964	Sargassum muticum	1987	43.463889	-8.258333
776	MHP	64965	Sargassum muticum	1987	43.463889	-8.258333
777	GBIF	2515198425	Sargassum muticum (Yendo) Fensholt	1987	43.463889	-8.258333
778	GBIF	2515154499	Sargassum muticum (Yendo) Fensholt	1987	43.463889	-8.258333
779	GBIF	1989161769	Sargassum muticum (Yendo) Fensholt	1987	43.463889	-8.258333
780	GBIF	1989080510	Sargassum muticum (Yendo) Fensholt	1987	43.463889	-8.258333
781	OBIS	0	Sargassum muticum	1991	43.41999817	-3.420000076
782	GBIF	144636600	Sargassum muticum (Yendo) Fensholt	1991	43.419998	-3.42
783	GBIF	1587230485	Sargassum muticum (Yendo) Fensholt	1989	43.39	-1.83
784	GBIF	1587230442	Sargassum muticum (Yendo) Fensholt	1988	43.39	-1.83
785	OBIS	0	Sargassum muticum	1989	43.39	-1.83
786	OBIS	0	Sargassum muticum	1988	43.39	-1.83
787	OBIS	0	Sargassum muticum	1989	43.38000107	-2.589999914
788	GBIF	144637110	Sargassum muticum (Yendo) Fensholt	1989	43.380001	-2.59
789	MHP	734999	Sargassum muticum	1948	43.354741	-124.345674
790	MHP	734962	Sargassum muticum	1957	43.352393	-124.31457
791	MHP	734966	Sargassum muticum	1952	43.352393	-124.31457
792	MHP	734984	Sargassum muticum	1957	43.352393	-124.31457
793	MHP	734987	Sargassum muticum	1947	43.352393	-124.31457
794	MHP	734988	Sargassum muticum	1947	43.352393	-124.31457
795	MHP	735000	Sargassum muticum	1949	43.352393	-124.31457
796	MHP	735001	Sargassum muticum	1949	43.352393	-124.31457
797	MHP	734964	Sargassum muticum	1948	43.352237	-124.345196
798	MHP	734965	Sargassum muticum	1948	43.352237	-124.345196
799	MHP	735002	Sargassum muticum	1948	43.352237	-124.345196
800	MHP	1038791	Sargassum muticum	1962	43.3503111	-124.3318361
801	GBIF	2013234828	Sargassum muticum (Yendo) Fensholt	1962	43.350311	-124.331836
802	MHP	734989	Sargassum muticum	1947	43.348042	-124.343045
803	MHP	734957	Sargassum muticum	1965	43.344855	-124.323251
804	MHP	735003	Sargassum muticum	1949	43.340111	-124.330117
805	MHP	742838	Sargassum muticum	1971	43.340111	-124.330117
806	MHP	734990	Sargassum muticum	1947	43.340032	-124.374799
807	MHP	734975	Sargassum muticum	1950	43.322291	-124.319143
808	MHP	742837	Sargassum muticum	1971	43.313862	-124.320254
809	MHP	742839	Sargassum muticum	1971	43.313862	-124.320254
810	MHP	742841	Sargassum muticum	1971	43.313862	-124.320254
811	MHP	742840	Sargassum muticum	1974	43.312682	-124.401354
812	GBIF	1587233724	Sargassum muticum (Yendo) Fensholt	2006	43.31	-2.2
813	MHP	64958	Sargassum muticum	1971	43.309443	-124.398665
814	GBIF	1989246224	Sargassum muticum (Yendo) Fensholt	1971	43.309443	-124.398665
815	GBIF	1987699831	Sargassum muticum (Yendo) Fensholt	1987	43.3	-124.4
816	GBIF	1057184016	Sargassum muticum (Yendo) Fensholt	1992	43.291	-5.9928
817	GBIF	1055370017	Sargassum muticum (Yendo) Fensholt	1992	43.291	-5.9928
818	MHP	734967	Sargassum muticum	1976	43.114334	-124.436633
819	MHP	734976	Sargassum muticum	1976	43.114334	-124.436633
820	GBIF	29396890	Sargassum muticum (Yendo) Fensholt	1995	43	-3
821	GBIF	144636654	Sargassum muticum (Yendo) Fensholt	1995	42.540001	-8.94
822	GBIF	144636653	Sargassum muticum (Yendo) Fensholt	1995	42.540001	-8.94
823	GBIF	144636648	Sargassum muticum (Yendo) Fensholt	1995	42.540001	-8.94
824	OBIS	0	Sargassum muticum	1995	42.54000092	-8.93999958
825	OBIS	0	Sargassum muticum	1995	42.54000092	-8.93999958
826	OBIS	0	Sargassum muticum	1995	42.54000092	-8.93999958
827	GBIF	211617218	Sargassum muticum (Yendo) Fensholt	1989	42.52	-9.01
828	GBIF	211617217	Sargassum muticum (Yendo) Fensholt	1989	42.52	-9.01
829	GBIF	235570509	Sargassum muticum (Yendo) Fensholt	2009	42.4562	-8.9027
830	OBIS	0	Sargassum muticum	2009	42.4562	-8.9027
831	GBIF	1587230492	Sargassum muticum (Yendo) Fensholt	1992	42.23	-8.82
832	GBIF	1587230470	Sargassum muticum (Yendo) Fensholt	1992	42.23	-8.82
833	OBIS	0	Sargassum muticum	1992	42.23	-8.82
834	OBIS	0	Sargassum muticum	1992	42.23	-8.82
835	MHP	410563	Sargassum muticum	1971	41.781716	-124.255148
836	MHP	425741	Sargassum muticum	1971	41.781716	-124.255148
837	MHP	425764	Sargassum muticum	1971	41.775142	-124.250967
838	MHP	130641	Sargassum muticum	1968	41.767398	-124.24002
839	MHP	130642	Sargassum muticum	1963	41.767398	-124.24002
840	MHP	412271	Sargassum muticum	1970	41.765115	-124.230915
841	MHP	617508	Sargassum muticum	1972	41.765115	-124.230915
842	MHP	617522	Sargassum muticum	1972	41.765115	-124.230915
843	MHP	617523	Sargassum muticum	1972	41.765115	-124.230915
844	MHP	410809	Sargassum muticum	1971	41.7645	-124.231386
845	MHP	410824	Sargassum muticum	1968	41.755948	-124.201747
846	MHP	410852	Sargassum muticum	1970	41.755947	-124.201747
847	MHP	410971	Sargassum muticum	1970	41.755947	-124.201747
848	MHP	411363	Sargassum muticum	1971	41.755947	-124.201747
849	MHP	412525	Sargassum muticum	1970	41.755947	-124.201747
850	MHP	425907	Sargassum muticum	1968	41.755947	-124.201747
851	MHP	410865	Sargassum muticum	2009	41.743778	-124.2033
852	MHP	411251	Sargassum muticum	2010	41.743778	-124.2033
853	GBIF	1587230486	Sargassum muticum (Yendo) Fensholt	1990	41.23	1.63
854	OBIS	0	Sargassum muticum	1990	41.23	1.63
855	MHP	412556	Sargassum muticum	2014	41.135957	-124.16146
856	MHP	410534	Sargassum muticum	0	41.057204	-124.14246
857	MHP	411881	Sargassum muticum	2000	41.040153	-124.120436
858	MHP	410890	Sargassum muticum	2014	40.818737	-124.186452
859	MHP	412432	Sargassum muticum	2014	40.818737	-124.186452
860	MHP	410755	Sargassum muticum	1993	40.760556	-124.220864
861	MHP	412195	Sargassum muticum	1999	40.743128	-124.243875
862	MHP	412664	Sargassum muticum	2010	40.719514	-124.2426
863	GBIF	354546124	Sargassum muticum (Yendo) Fensholt	1999	40.630001	-8.73
864	MHP	412953	Sargassum muticum	2014	40.325413	-124.286993
865	GBIF	464586263	Sargassum muticum (Yendo) Fensholt	1978	38.3313	141.1246
866	GBIF	1928629651	Sargassum muticum (Yendo) Fensholt	1883	37.807174	-122.439727
867	MHP	64980	Sargassum muticum	2013	37.784124	-122.385685
868	MHP	64981	Sargassum muticum	2013	37.784124	-122.385685
869	GBIF	1989331949	Sargassum muticum (Yendo) Fensholt	2013	37.784124	-122.385685
870	GBIF	1989247950	Sargassum muticum (Yendo) Fensholt	2013	37.784124	-122.385685
871	GBIF	2307982381	Sargassum muticum (Yendo) Fensholt	2010	37.55	-122.52
872	GBIF	2310249987	Sargassum muticum (Yendo) Fensholt	2013	37.51	122.14
873	GBIF	2309226760	Sargassum muticum (Yendo) Fensholt	2012	37.51	122.14
874	GBIF	2309058395	Sargassum muticum (Yendo) Fensholt	2012	37.51	122.14
875	GBIF	2308491387	Sargassum muticum (Yendo) Fensholt	2012	37.51	122.14
876	GBIF	2307998042	Sargassum muticum (Yendo) Fensholt	2012	37.51	122.14
877	GBIF	2306860585	Sargassum muticum (Yendo) Fensholt	2012	37.51	122.14
878	GBIF	380203066	Sargassum muticum (Yendo) Fensholt	2000	36.8541	140.79205
879	GBIF	1829571445	Sargassum muticum (Yendo) Fensholt	2010	36.83674	140.79341
880	GBIF	380203061	Sargassum muticum (Yendo) Fensholt	1967	36.80775	140.73969
881	GBIF	380203053	Sargassum muticum (Yendo) Fensholt	1968	36.80775	140.73969
882	GBIF	380203035	Sargassum muticum (Yendo) Fensholt	2000	36.80775	140.73969
883	GBIF	380203032	Sargassum muticum (Yendo) Fensholt	2000	36.80775	140.73969
884	GBIF	380203031	Sargassum muticum (Yendo) Fensholt	2000	36.80775	140.73969
885	GBIF	380203395	Sargassum muticum (Yendo) Fensholt	1961	36.80422	140.75168
886	GBIF	380203349	Sargassum muticum (Yendo) Fensholt	1961	36.80422	140.75168
887	GBIF	380203135	Sargassum muticum (Yendo) Fensholt	2000	36.80422	140.75168
888	GBIF	380203130	Sargassum muticum (Yendo) Fensholt	1968	36.80422	140.75168
889	GBIF	380203004	Sargassum muticum (Yendo) Fensholt	2000	36.80006	140.75508
890	GBIF	380203003	Sargassum muticum (Yendo) Fensholt	2000	36.80006	140.75508
891	GBIF	380202706	Sargassum muticum (Yendo) Fensholt	2001	36.72369	140.72125
892	GBIF	380202702	Sargassum muticum (Yendo) Fensholt	2002	36.72369	140.72125
893	GBIF	380202689	Sargassum muticum (Yendo) Fensholt	2000	36.72369	140.72125
894	GBIF	380202740	Sargassum muticum (Yendo) Fensholt	2002	36.67881	140.70522
895	GBIF	380202940	Sargassum muticum (Yendo) Fensholt	2001	36.65774	140.69221
896	GBIF	380202935	Sargassum muticum (Yendo) Fensholt	2000	36.65774	140.69221
897	GBIF	380202910	Sargassum muticum (Yendo) Fensholt	2000	36.65774	140.69221
898	GBIF	380202909	Sargassum muticum (Yendo) Fensholt	2000	36.65774	140.69221
899	GBIF	380203350	Sargassum muticum (Yendo) Fensholt	1961	36.65749	140.69191
900	GBIF	380203275	Sargassum muticum (Yendo) Fensholt	1969	36.65749	140.69191
901	GBIF	380203133	Sargassum muticum (Yendo) Fensholt	1981	36.65749	140.69191
902	GBIF	380202872	Sargassum muticum (Yendo) Fensholt	1989	36.64731	140.67635
903	GBIF	1829571469	Sargassum muticum (Yendo) Fensholt	1989	36.64684	140.6786
904	GBIF	380202996	Sargassum muticum (Yendo) Fensholt	2000	36.63238	140.68124
905	GBIF	380202995	Sargassum muticum (Yendo) Fensholt	2000	36.63238	140.68124
906	GBIF	1829572095	Sargassum muticum (Yendo) Fensholt	2008	36.59843	140.65047
907	GBIF	1829572091	Sargassum muticum (Yendo) Fensholt	1996	36.59843	140.65047
908	GBIF	380203225	Sargassum muticum (Yendo) Fensholt	2003	36.58167	140.65968
909	GBIF	380203223	Sargassum muticum (Yendo) Fensholt	2003	36.58167	140.65968
910	GBIF	380202856	Sargassum muticum (Yendo) Fensholt	2002	36.5794	140.65135
911	GBIF	380202849	Sargassum muticum (Yendo) Fensholt	2000	36.5794	140.65135
912	GBIF	380202848	Sargassum muticum (Yendo) Fensholt	2000	36.5794	140.65135
913	GBIF	380203273	Sargassum muticum (Yendo) Fensholt	1968	36.57593	140.65424
914	GBIF	1829571841	Sargassum muticum (Yendo) Fensholt	1961	36.54952	140.64325
915	GBIF	380203132	Sargassum muticum (Yendo) Fensholt	1990	36.54952	140.64325
916	GBIF	380202829	Sargassum muticum (Yendo) Fensholt	2001	36.54555	140.64268
917	GBIF	380202816	Sargassum muticum (Yendo) Fensholt	1990	36.54555	140.64268
918	GBIF	380202895	Sargassum muticum (Yendo) Fensholt	2002	36.51917	140.63136
919	GBIF	380202894	Sargassum muticum (Yendo) Fensholt	2002	36.51917	140.63136
920	GBIF	380202890	Sargassum muticum (Yendo) Fensholt	2001	36.51917	140.63136
921	GBIF	380202964	Sargassum muticum (Yendo) Fensholt	2000	36.51031	140.62201
922	GBIF	1829572269	Sargassum muticum (Yendo) Fensholt	1993	36.48877	140.61494
923	GBIF	380203078	Sargassum muticum (Yendo) Fensholt	1993	36.48877	140.61494
924	GBIF	910445629	Sargassum muticum (Yendo) Fensholt	2012	36.388	-6.218
925	GBIF	380202616	Sargassum muticum (Yendo) Fensholt	2004	36.37886	140.57585
926	GBIF	380202612	Sargassum muticum (Yendo) Fensholt	2005	36.37886	140.57585
927	GBIF	380202609	Sargassum muticum (Yendo) Fensholt	2004	36.37886	140.57585
928	GBIF	380202608	Sargassum muticum (Yendo) Fensholt	2004	36.37886	140.57585
929	GBIF	380202606	Sargassum muticum (Yendo) Fensholt	2005	36.37886	140.57585
930	GBIF	380202601	Sargassum muticum (Yendo) Fensholt	2005	36.37886	140.57585
931	GBIF	380202646	Sargassum muticum (Yendo) Fensholt	2004	36.3624	140.60793
932	GBIF	380202673	Sargassum muticum (Yendo) Fensholt	1998	36.36073	140.61249
933	GBIF	380203129	Sargassum muticum (Yendo) Fensholt	1998	36.34774	140.60609
934	GBIF	380203348	Sargassum muticum (Yendo) Fensholt	1961	36.32283	140.58061
935	GBIF	380203346	Sargassum muticum (Yendo) Fensholt	1961	36.32283	140.58061
936	GBIF	380203339	Sargassum muticum (Yendo) Fensholt	1961	36.32283	140.58061
937	GBIF	380203249	Sargassum muticum (Yendo) Fensholt	1972	36.32283	140.58061
938	GBIF	380203224	Sargassum muticum (Yendo) Fensholt	1981	36.32283	140.58061
939	GBIF	380203134	Sargassum muticum (Yendo) Fensholt	1982	36.32283	140.58061
940	GBIF	380203131	Sargassum muticum (Yendo) Fensholt	1998	36.32283	140.58061
941	GBIF	380202779	Sargassum muticum (Yendo) Fensholt	1999	36.31736	140.57602
942	GBIF	380202766	Sargassum muticum (Yendo) Fensholt	1998	36.31736	140.57602
943	GBIF	380202764	Sargassum muticum (Yendo) Fensholt	1998	36.31736	140.57602
944	GBIF	380202763	Sargassum muticum (Yendo) Fensholt	1998	36.31736	140.57602
945	GBIF	380202747	Sargassum muticum (Yendo) Fensholt	1981	36.30923	140.56897
946	GBIF	380202746	Sargassum muticum (Yendo) Fensholt	2000	36.30923	140.56897
947	MHP	64973	Sargassum muticum	1988	36.186944	133.240792
948	MHP	64974	Sargassum muticum	1987	36.186944	133.240792
949	GBIF	1989523150	Sargassum muticum (Yendo) Fensholt	1988	36.186944	133.240792
950	GBIF	1988598518	Sargassum muticum (Yendo) Fensholt	1987	36.186944	133.240792
951	GBIF	2311027813	Sargassum muticum (Yendo) Fensholt	2012	36.09	120.49
952	GBIF	2310417992	Sargassum muticum (Yendo) Fensholt	2012	36.09	120.49
953	GBIF	2310154891	Sargassum muticum (Yendo) Fensholt	2012	36.09	120.49
954	GBIF	2309246379	Sargassum muticum (Yendo) Fensholt	2012	36.09	120.49
955	GBIF	2308944488	Sargassum muticum (Yendo) Fensholt	2012	36.09	120.49
956	GBIF	2308697833	Sargassum muticum (Yendo) Fensholt	2012	36.09	120.49
957	GBIF	2305884965	Sargassum muticum (Yendo) Fensholt	2012	36.09	120.49
958	GBIF	2305132743	Sargassum muticum (Yendo) Fensholt	2012	36.09	120.49
959	GBIF	2304556526	Sargassum muticum (Yendo) Fensholt	2012	36.09	120.49
960	GBIF	2310991444	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
961	GBIF	2310726037	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
962	GBIF	2310680251	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
963	GBIF	2310400702	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
964	GBIF	2309834551	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
965	GBIF	2309414053	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
966	GBIF	2309314716	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
967	GBIF	2309255691	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
968	GBIF	2309023801	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
969	GBIF	2308822852	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
970	GBIF	2308737936	Sargassum muticum (Yendo) Fensholt	2013	36.05	120.35
971	GBIF	2308731724	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
972	GBIF	2308558708	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
973	GBIF	2307829525	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
974	GBIF	2306991057	Sargassum muticum (Yendo) Fensholt	2013	36.05	120.35
975	GBIF	2306981649	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
976	GBIF	2306050979	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
977	GBIF	2305711461	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
978	GBIF	2305326209	Sargassum muticum (Yendo) Fensholt	2013	36.05	120.35
979	GBIF	2304799658	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
980	GBIF	2304684417	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
981	GBIF	2304419003	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
982	GBIF	2304387077	Sargassum muticum (Yendo) Fensholt	2012	36.05	120.35
983	GBIF	1829572573	Sargassum muticum (Yendo) Fensholt	2013	34.91612	139.92247
984	GBIF	1829572570	Sargassum muticum (Yendo) Fensholt	2013	34.91612	139.92247
985	GBIF	1829572547	Sargassum muticum (Yendo) Fensholt	2013	34.91612	139.92247
986	MHP	702993	Sargassum muticum	1988	34.64	134.588333
987	MHP	702994	Sargassum muticum	1988	34.64	134.588333
988	GBIF	1989543746	Sargassum muticum (Yendo) Fensholt	1988	34.64	134.588333
989	GBIF	1988642916	Sargassum muticum (Yendo) Fensholt	1988	34.64	134.588333
990	GBIF	38548061	Sargassum muticum (Yendo) Fensholt	1988	34.64	134.588
991	GBIF	38547653	Sargassum muticum (Yendo) Fensholt	1988	34.64	134.588
992	OBIS	0	Sargassum muticum	1988	34.64	-134.588
993	OBIS	0	Sargassum muticum	1988	34.64	-134.588
994	GBIF	209893862	Sargassum muticum (Yendo) Fensholt	1988	34.5747	135.0217
995	OBIS	0	Sargassum muticum	1988	34.5747	135.0217
996	MHP	990657	Sargassum muticum	0	34.468299	-120.248923
997	GBIF	2013238567	Sargassum muticum (Yendo) Fensholt	0	34.468299	-120.248923
998	MHP	990278	Sargassum muticum	1984	34.416557	-119.635337
999	GBIF	2013238176	Sargassum muticum (Yendo) Fensholt	1984	34.416557	-119.635337
1000	GBIF	1987676481	Sargassum muticum (Yendo) Fensholt	1989	34.41	134.06
1001	GBIF	436834897	Sargassum muticum (Yendo) Fensholt	1989	34.405	134.05667
1002	GBIF	209893864	Sargassum muticum (Yendo) Fensholt	1989	34.403	134.054
1003	OBIS	0	Sargassum muticum	1989	34.403	134.054
1004	MHP	411000	Sargassum muticum	1988	34.3938	-119.525481
1005	GBIF	436806345	Sargassum muticum (Yendo) Fensholt	1989	34.36333	133.56
1006	GBIF	1987647937	Sargassum muticum (Yendo) Fensholt	1989	34.35	133.57
1007	MHP	702992	Sargassum muticum	1989	34.348333	133.57
1008	GBIF	1988757656	Sargassum muticum (Yendo) Fensholt	1989	34.348333	133.57
1009	GBIF	436920846	Sargassum muticum (Yendo) Fensholt	1989	34.34833	133.57
1010	GBIF	1987710471	Sargassum muticum (Yendo) Fensholt	1987	34.33	133.51
1011	GBIF	209893863	Sargassum muticum (Yendo) Fensholt	1987	34.3257	133.506
1012	OBIS	0	Sargassum muticum	1987	34.3257	133.506
1013	MHP	412261	Sargassum muticum	1983	34.245261	-119.258211
1014	GBIF	1056194754	Sargassum muticum (Yendo) Fensholt	1989	34.20704	133.980992
1015	MHP	1039307	Sargassum muticum	1985	34.0233694	-119.6101528
1016	GBIF	2013235316	Sargassum muticum (Yendo) Fensholt	1985	34.023369	-119.610153
1017	GBIF	1321044433	Sargassum muticum (Yendo) Fensholt	1978	34.0206	-119.686
1018	GBIF	1319846606	Sargassum muticum (Yendo) Fensholt	1978	34.0206	-119.686
1019	MHP	990625	Sargassum muticum	1984	34.006671	-119.38706
1020	GBIF	2013238536	Sargassum muticum (Yendo) Fensholt	1984	34.006671	-119.38706
1021	MHP	617516	Sargassum muticum	1975	33.770229	-118.424721
1022	MHP	617530	Sargassum muticum	1977	33.770016	-118.425074
1023	MHP	617506	Sargassum muticum	1977	33.76694	-118.18833
1024	GBIF	1322985086	Sargassum muticum (Yendo) Fensholt	1977	33.7197	-118.327
1025	GBIF	1321755554	Sargassum muticum (Yendo) Fensholt	1977	33.7197	-118.327
1026	GBIF	1321595616	Sargassum muticum (Yendo) Fensholt	1977	33.7197	-118.327
1027	GBIF	1321349022	Sargassum muticum (Yendo) Fensholt	1978	33.7197	-118.327
1028	GBIF	1318007072	Sargassum muticum (Yendo) Fensholt	1977	33.7197	-118.327
1029	MHP	728865	Sargassum muticum	1979	33.715	-118.12
1030	MHP	728866	Sargassum muticum	1979	33.715	-118.12
1031	MHP	728868	Sargassum muticum	1979	33.715	-118.12
1032	MHP	728869	Sargassum muticum	1979	33.715	-118.12
1033	MHP	728870	Sargassum muticum	1979	33.715	-118.12
1034	MHP	618016	Sargassum muticum	1977	33.591389	-117.873611
1035	GBIF	1320756085	Sargassum muticum (Yendo) Fensholt	1977	33.5872	-117.865
1036	GBIF	1318383431	Sargassum muticum (Yendo) Fensholt	1976	33.5872	-117.865
1037	GBIF	1928143129	Sargassum muticum (Yendo) Fensholt	2003	33.510589	-117.753247
1038	MHP	70483	Sargassum muticum	2003	33.508989	-117.753198
1039	GBIF	1321710210	Sargassum muticum (Yendo) Fensholt	1977	33.4597	-117.713
1040	GBIF	1320346102	Sargassum muticum (Yendo) Fensholt	1977	33.4597	-117.713
1041	GBIF	1318747357	Sargassum muticum (Yendo) Fensholt	1977	33.4597	-117.713
1042	MHP	990284	Sargassum muticum	1981	33.446661	-118.493256
1043	GBIF	2013238172	Sargassum muticum (Yendo) Fensholt	1981	33.446661	-118.493256
1044	MHP	617525	Sargassum muticum	1971	33.445162	-118.485503
1045	GBIF	1320546227	Sargassum muticum (Yendo) Fensholt	1977	33.4278	-118.511
1046	MHP	1002413	Sargassum muticum	1987	33.425305	-118.506469
1047	GBIF	2013233443	Sargassum muticum (Yendo) Fensholt	1987	33.425305	-118.506469
1048	MHP	617515	Sargassum muticum	1971	33.394062	-118.441457
1049	MHP	617507	Sargassum muticum	1971	33.383333	-118.416667
1050	MHP	617514	Sargassum muticum	1971	33.383333	-118.416667
1051	MHP	617517	Sargassum muticum	1971	33.383333	-118.416667
1052	MHP	617518	Sargassum muticum	1971	33.383333	-118.416667
1053	MHP	617524	Sargassum muticum	1972	33.383333	-118.416667
1054	MHP	64971	Sargassum muticum	1980	33.369105	-118.555011
1055	GBIF	38548958	Sargassum muticum (Yendo) Fensholt	1989	33.3483	133.57
1056	OBIS	0	Sargassum muticum	1989	33.3483	-133.57
1057	MHP	130638	Sargassum muticum	1998	33.249444	-119.499444
1058	GBIF	1319926113	Sargassum muticum (Yendo) Fensholt	1977	33.0017	-118.551
1059	GBIF	1318899439	Sargassum muticum (Yendo) Fensholt	1977	33.0017	-118.551
1060	GBIF	1317924764	Sargassum muticum (Yendo) Fensholt	1977	33.0017	-118.551
1061	GBIF	1317796677	Sargassum muticum (Yendo) Fensholt	1977	33.0017	-118.551
1062	MHP	1010619	Sargassum muticum	2016	32.991155	-117.271148
1063	MHP	1010622	Sargassum muticum	2016	32.991155	-117.271148
1064	GBIF	1320756617	Sargassum muticum (Yendo) Fensholt	1978	32.9719	-118.573
1065	GBIF	1319562882	Sargassum muticum (Yendo) Fensholt	1978	32.9719	-118.573
1066	MHP	130639	Sargassum muticum	2000	32.874797	-117.252037
